name,value
P0,8.1300000000000008
xc,0.86505190311418689
alpha,1.0620000000000001
beta,-5.4806999999999997
gamma,-0.32919999999999999
F_at_zero,7.7893411846285643
shape_integral_from_F0,0.47904927334739011
M_sun_kg,1.98847e+30
P_e_factor,8.1255316755914226e-16
Omega_m,0.30957590896528514
Omega_L,0.69033270774658317
Omega_r,9.1383288131593741e-05
h,0.67659999999999998
FWHM_rad,0.0029088820866572159
